地區,糧別,年代,1月,,2月,,3月,,4月,,5月,,6月,,7月,,8月,,9月,,10月,,11月,,12月
,,,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價
安徽,下米、糙米、稗米,1738,,,,,,,,,,,,,,,,,93.3077,125.6154,100.3077,130.3846,106.3846,138.3846,111.3846,142.8462,
安徽,下米、糙米、稗米,1739,116.6154,150.4615,118.3077,155.0000,117.3846,152.2308,114.3077,146.5385,,,,,,,,,109.6923,143.4615,
安徽,下米、糙米、稗米,1740,,,,,,,,,,,103.8462,125.5385,104.2308,125.9231,88.9231,114.7692,88.3077,113.6923,86.6923,111.5385,86.5385,111.9231,86.3846,112.5385,
安徽,下米、糙米、稗米,1741,87.0769,112.8462,89.3846,113.1538,90.0769,112.9231,90.8462,112.3077,91.9231,113.6154,92.6923,114.8462,92.0769,114.7692,90.1538,112.5385,,,89.8462,113.6923,
安徽,下米、糙米、稗米,1742,,,,,,,,,97.3846,126.2308,99.8462,133.3077,104.6154,132.5385,102.7143,140.5714,107.7692,139.6923,110.6923,140.3846,113.6923,138.5385,114.9231,141.6154,
安徽,下米、糙米、稗米,1743,116.7692,142.3077,118.6154,145.1538,121.6923,149.3846,,,126.4615,150.4615,128.2308,150.0000,127.6923,152.0769,124.0769,150.1538,116.8462,142.7692,115.3846,136.9231,116.2308,135.7692,115.6923,136.3846,
安徽,下米、糙米、稗米,1744,115.7692,136.3846,115.7692,136.6154,115.8462,136.9231,116.0769,136.0000,116.2308,134.6923,113.3846,131.8462,111.8462,130.2308,109.3846,129.5385,110.5385,129.3846,109.2308,128.6154,107.6923,126.1538,106.2308,121.4615,
安徽,下米、糙米、稗米,1745,105.9231,123.2308,105.3846,123.3846,104.7692,123.0000,104.6154,123.0769,104.7692,122.7692,103.5385,123.3846,105.0769,123.2308,104.0000,122.3077,102.7692,120.8462,97.0000,117.9231,94.0769,116.4615,94.0000,116.0769,
安徽,下米、糙米、稗米,1746,94.5385,116.3846,95.8462,116.6154,96.7692,117.2308,97.4615,117.2308,98.3077,117.0769,100.3846,118.4615,101.2308,118.3077,100.4615,117.5385,98.6154,116.9231,97.7692,116.8462,98.9231,117.3077,100.6154,118.7692,
安徽,下米、糙米、稗米,1747,105.3077,121.6923,109.0000,125.0769,109.8462,127.1538,110.0769,126.9231,109.7692,126.2308,109.7692,126.8462,109.3636,129.0909,109.7692,128.6154,108.3077,133.3077,109.7692,137.6154,113.3077,140.6923,117.9231,144.4615,
安徽,下米、糙米、稗米,1748,119.8462,147.0000,119.7692,148.1538,122.0769,149.1538,123.7692,149.0769,125.9231,151.1538,134.9231,167.9231,139.3846,177.0769,137.4615,175.6154,129.0769,165.8462,123.2308,158.0000,121.9231,151.8462,124.6923,151.1538,
安徽,下米、糙米、稗米,1749,126.3846,153.1538,128.7692,155.3077,132.3077,158.3077,136.3846,163.5385,135.9231,160.8462,128.6154,152.5385,120.8462,147.6154,113.9231,141.0000,109.6923,136.5385,111.0769,135.9231,112.6923,136.0000,114.0769,137.8462,
安徽,下米、糙米、稗米,1750,113.8462,138.5385,114.3077,139.3077,114.2308,139.3846,111.9231,137.1538,109.5385,133.6923,106.4615,132.0769,126.6667,165.6667,109.3077,136.0000,108.0000,135.8462,107.7692,133.3846,110.6154,133.8462,108.2308,132.5385,
安徽,下米、糙米、稗米,1751,,,,,,,,,122.4615,143.9231,132.3077,156.3846,140.2308,168.4615,144.0769,174.0769,137.8000,175.0000,138.0000,171.2308,139.4615,169.8462,142.9231,169.6923,
安徽,下米、糙米、稗米,1752,145.4615,173.4615,149.2308,181.8462,154.9231,191.8462,162.5385,196.4615,165.5385,196.2308,164.9231,195.4615,158.1538,188.8462,156.3077,184.5385,148.6923,177.6923,143.8462,173.8462,141.4615,172.2308,139.7692,168.7692,
安徽,下米、糙米、稗米,1753,139.8462,167.0769,140.0769,167.6154,140.6923,167.6923,139.8462,165.5385,138.2308,163.6923,132.0769,156.6154,129.6923,156.1538,128.6923,156.3077,126.6923,155.7692,123.3846,153.5385,128.3846,154.6154,128.4615,155.9231,
安徽,下米、糙米、稗米,1754,128.6154,157.6923,128.9231,157.4615,129.0769,156.4615,128.5385,155.7692,129.6923,154.0769,130.0000,153.0769,129.6923,152.8462,128.0769,152.1538,122.3846,147.6923,115.6923,141.4615,113.5385,137.6154,112.3846,136.0000,
安徽,下米、糙米、稗米,1755,111.4615,135.8462,110.7692,135.6154,110.7692,135.6154,119.0000,151.5000,119.0000,151.5000,119.0000,140.4615,,,,,,,,,134.0769,167.6923,146.0000,182.9231,
安徽,下米、糙米、稗米,1756,154.1538,187.2308,156.4615,195.0000,169.0769,203.3846,171.7692,210.5385,181.6154,219.7692,180.0769,215.9231,178.0000,214.4615,168.3846,206.5385,145.6923,185.4615,130.8462,162.8462,126.6923,151.7692,127.7692,152.1538,
安徽,下米、糙米、稗米,1757,129.3846,153.5385,,,,,,,133.3077,158.9231,132.5385,156.6154,129.3077,152.8462,127.0769,151.3846,116.5385,145.6923,117.4615,144.9231,121.0000,146.1538,124.3077,151.4615,
安徽,下米、糙米、稗米,1758,127.2308,156.8462,130.3846,158.2308,131.7692,157.6923,131.6154,158.2308,128.2308,156.0769,127.4615,150.2308,123.8462,144.8462,120.6154,144.7692,117.6923,139.0000,118.3077,139.5385,120.7692,143.3846,123.3846,144.3846,
安徽,下米、糙米、稗米,1759,124.6154,145.0000,124.6154,145.6923,124.6923,146.8462,125.2308,144.0000,123.8462,143.5385,122.0000,143.5385,121.9231,141.0000,121.8462,141.3077,120.2308,141.6154,120.0769,145.6923,125.1538,153.6923,131.4615,160.9231,
安徽,下米、糙米、稗米,1760,137.6154,165.6154,141.3077,168.3846,141.4615,167.7692,140.8462,164.2308,138.7692,160.6154,137.7692,158.8462,138.9231,160.8462,139.3077,161.6923,133.8462,158.8462,130.7692,154.6923,126.1538,150.0000,122.7692,147.9231,
安徽,下米、糙米、稗米,1761,123.3846,147.7692,122.5385,147.1538,121.6923,145.8462,121.8462,146.2308,123.8462,147.1538,123.4615,147.0769,123.7692,147.0000,123.0000,148.5385,121.7692,148.3077,123.3846,150.5385,120.3077,147.0000,118.3077,143.6923,
安徽,下米、糙米、稗米,1762,118.5385,141.3846,117.8462,139.8462,,,122.8462,149.0769,124.3846,152.1538,128.1538,151.6923,128.7692,152.0000,129.1538,152.2308,128.0000,149.9231,126.3077,148.1538,126.0000,148.9231,126.3846,148.8462,
安徽,下米、糙米、稗米,1763,126.3846,147.5385,126.6154,147.2308,126.6154,148.2308,127.0769,150.1538,128.2308,151.2308,129.2308,151.3077,126.4615,147.4615,124.0000,145.0769,121.7692,143.5385,120.3846,142.0769,122.4615,140.7692,121.2500,142.2500,
安徽,下米、糙米、稗米,1764,121.9231,141.0000,122.6923,141.5385,124.6154,141.6923,124.3846,143.4615,126.5385,145.0000,127.1538,147.3846,131.2308,150.3077,133.3846,152.5385,132.3077,154.6923,130.3077,153.0000,129.2308,151.3846,129.2308,151.3846,
安徽,下米、糙米、稗米,1765,129.5385,151.6923,130.5385,152.9231,134.6923,155.5385,139.0769,158.4615,140.6154,159.3846,142.4615,161.0000,144.5385,164.6923,143.5385,165.4615,136.3077,162.0000,130.8462,156.6154,128.6923,152.3077,128.2308,150.6154,
安徽,下米、糙米、稗米,1766,128.5385,150.8462,130.8462,153.2308,135.7692,156.2308,138.7692,157.5385,139.3077,158.3846,138.7692,158.3077,137.3077,157.5385,134.4615,157.4615,131.8462,157.0000,128.3077,154.5385,129.4615,152.8462,131.0000,153.0000,
安徽,下米、糙米、稗米,1767,132.7692,154.7692,133.6923,154.4615,134.4615,156.1538,134.8462,157.0000,132.7692,156.4615,130.9231,155.3846,130.5385,154.7692,131.1538,155.0000,132.3846,154.3846,132.4615,152.5385,133.0000,151.9231,135.0000,152.3077,
安徽,下米、糙米、稗米,1768,135.5385,152.9231,135.8462,153.4615,136.1538,154.6154,136.2308,155.4615,137.3077,155.1538,138.0000,154.9231,140.6923,157.3077,142.1538,159.0769,142.3846,164.6923,142.1538,164.9231,142.6923,167.8462,143.6154,169.4615,
安徽,下米、糙米、稗米,1769,144.8462,171.5385,,,,,147.0769,167.8462,147.6154,168.0000,146.7273,169.7273,149.0769,170.9231,149.6154,172.3846,147.3846,171.8462,143.7692,170.6154,145.6923,170.3077,146.6923,170.6923,
安徽,下米、糙米、稗米,1770,147.1538,171.0000,149.4615,173.3077,150.6923,176.6154,,,152.0769,175.9231,150.4615,173.1538,,,140.3077,167.4615,137.2308,165.5385,130.9231,160.6923,127.9231,156.6923,127.2308,154.5385,
安徽,下米、糙米、稗米,1771,126.6923,153.6923,126.2308,152.4615,126.0000,152.5385,126.0000,152.0769,125.0769,149.9231,123.9231,148.9231,123.3846,148.3077,121.5385,145.0769,117.4615,141.8462,113.8462,139.8462,112.9231,137.9231,113.7692,138.0000,
安徽,下米、糙米、稗米,1772,114.4615,138.6923,116.2308,139.3077,116.8462,140.0000,117.0000,141.5385,116.3077,142.3077,114.6923,142.0000,114.0000,141.0769,112.7692,138.9231,109.9231,137.5385,108.9231,135.3846,111.4615,135.0000,111.9231,132.4615,
安徽,下米、糙米、稗米,1773,112.2308,132.4615,112.3077,132.3846,112.3077,132.2308,111.6154,132.4615,110.9231,132.7692,111.3846,133.2308,111.4615,133.7692,111.3077,134.3077,110.2308,134.9231,109.3077,134.0769,107.8462,133.5385,106.7692,134.7692,
安徽,下米、糙米、稗米,1774,106.5385,135.3846,107.1538,134.6923,109.2308,134.7692,113.3846,135.9231,114.6923,136.8462,114.0769,136.4615,114.7692,137.6154,115.8462,138.0000,115.3846,140.6154,118.2308,145.0000,122.5385,154.2308,127.6154,161.8462,
安徽,下米、糙米、稗米,1775,128.0000,163.1538,129.5385,164.3077,129.0000,163.9231,130.5385,162.4615,130.9231,159.8462,131.4615,162.4615,133.0769,163.2308,135.3077,164.9231,141.3077,172.0000,146.0000,177.6154,147.9231,181.3846,149.3077,182.7692,
安徽,下米、糙米、稗米,1776,151.1538,182.1538,151.3846,181.3846,149.3077,179.9231,147.5385,179.8462,147.0000,178.8462,146.9231,176.4615,147.4615,174.9231,143.9231,172.0769,138.3077,168.1538,133.3077,165.1538,131.5385,164.8462,131.3846,164.9231,
安徽,下米、糙米、稗米,1777,130.7692,164.0769,130.3846,163.5385,130.1538,163.5385,130.1538,162.8462,129.3077,162.7692,126.9231,161.5385,127.4615,160.8462,128.3077,158.8462,121.9231,155.6923,119.5385,152.7692,119.2308,150.4615,119.0000,149.9231,
安徽,下米、糙米、稗米,1778,119.6154,151.3846,120.8462,150.9231,121.3846,152.5385,123.0000,153.5385,124.6923,153.6923,126.0769,155.0769,128.0769,159.6923,131.4615,166.3077,132.6154,168.6923,134.4615,173.3077,137.0000,180.7692,141.2308,190.4615,
安徽,下米、糙米、稗米,1779,148.3077,194.4615,155.1538,199.1538,161.8462,203.3846,159.9231,201.0000,154.5385,193.3077,153.3077,188.6923,152.3846,188.0769,151.1538,186.5385,148.3846,181.0769,146.0000,177.6923,143.8462,179.0769,144.0769,177.7692,
安徽,下米、糙米、稗米,1780,144.9231,177.9231,145.1538,176.6923,145.3846,176.2308,,,146.9231,174.0769,144.5385,172.7692,145.1538,172.1538,142.1538,169.8462,137.7692,167.4615,134.0000,163.0769,132.3077,163.3077,133.3077,164.2308,
安徽,下米、糙米、稗米,1781,134.1538,166.2308,134.8462,172.1538,,,134.4615,164.3846,134.4615,163.6923,134.5385,162.3846,134.6154,161.4615,133.9231,161.3846,132.9231,162.8462,132.1538,163.6154,131.7692,163.3846,133.1538,164.4615,
安徽,下米、糙米、稗米,1782,134.3846,165.6154,134.3846,166.6154,135.3077,168.0769,136.0769,168.4615,136.5385,168.6154,136.8462,168.1538,136.1538,166.6154,134.6154,165.2308,133.1538,164.0000,132.8462,167.0769,132.6154,172.0000,131.2308,173.8462,
安徽,下米、糙米、稗米,1783,131.5385,173.6154,131.9231,174.7692,,,133.1538,173.8462,,,136.2308,172.7692,136.8462,172.6923,137.4615,175.0000,137.5385,174.7692,,,136.6923,174.0000,136.6923,173.6923,
安徽,下米、糙米、稗米,1784,137.0769,167.6154,137.0769,167.8462,138.0000,168.7692,139.5385,170.3077,138.1538,172.6154,138.7692,175.1538,141.3077,178.0000,141.0769,177.6154,140.1538,176.3846,139.4615,176.1538,137.0769,180.1538,137.0769,180.1538,
安徽,下米、糙米、稗米,1785,137.7692,180.3846,138.3846,181.5385,140.1538,182.0769,,,,,143.1538,187.3077,147.6923,192.5385,179.5385,225.0000,193.2308,247.2308,207.0000,265.2308,218.5385,261.7692,220.0769,264.0769,
安徽,下米、糙米、稗米,1786,255.4615,293.0769,,,,,252.1538,276.0000,249.5385,273.3846,246.3077,264.7692,,,,,211.5385,232.9231,200.0000,224.3846,194.7692,221.4615,194.6154,218.5385,
安徽,下米、糙米、稗米,1787,194.2308,217.0769,194.8462,218.9231,196.1538,222.6154,194.1538,217.0000,187.7692,205.8462,181.9231,199.2308,178.8462,195.9231,170.8462,190.9231,161.6154,185.6154,155.5385,182.7692,148.4615,181.0769,
安徽,下米、糙米、稗米,1788,145.9231,180.7692,144.6923,179.5385,141.3077,175.3077,,,138.0769,171.5385,137.0769,171.2308,135.2308,168.3077,,,,,130.8462,163.9231,128.6154,162.8462,128.6154,162.8462,
安徽,下米、糙米、稗米,1789,128.7692,162.9231,129.7692,163.8462,132.3846,168.1538,137.0769,172.3077,137.8462,173.3846,
