地區,糧別,年代,1月,,2月,,3月,,4月,,5月,,6月,,7月,,8月,,9月,,10月,,11月,,12月
,,,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價,低價,高價
江蘇,下米、糙米、稗米,1736,,,91.0000,91.0000,88.0000,88.0000,87.0000,87.0000,90.0000,90.0000,93.0000,93.0000,96.0000,96.0000,99.0000,99.0000,96.0000,96.0000,91.0000,91.0000,89.0000,89.0000,89.0000,89.0000,
江蘇,下米、糙米、稗米,1737,89.0000,89.0000,91.0000,91.0000,92.0000,92.0000,95.0000,95.0000,99.0000,99.0000,107.0000,107.0000,112.0000,112.0000,110.0000,110.0000,107.0000,107.0000,106.0000,106.0000,107.0000,107.0000,105.0000,105.0000,
江蘇,下米、糙米、稗米,1738,105.0000,105.0000,113.0000,113.0000,114.0000,114.0000,112.7500,130.2500,109.0000,127.5455,110.9091,132.1818,113.5000,138.9000,119.5000,143.4000,121.0000,148.8000,121.4000,154.8000,122.2000,155.4000,123.3000,154.4000,
江蘇,下米、糙米、稗米,1739,135.0000,135.0000,134.0000,134.0000,120.3000,135.0000,132.0000,132.0000,136.3000,155.4000,135.9000,156.4000,134.9000,158.2000,134.2000,157.2000,123.0000,123.0000,124.9000,148.1000,100.2000,118.6000,114.0000,114.0000,
江蘇,下米、糙米、稗米,1740,116.0000,116.0000,124.5000,138.4000,133.7000,156.5000,110.7273,128.8182,117.4000,132.5000,118.4000,135.3000,117.7000,139.3000,115.9000,138.6000,117.7000,140.4000,119.0000,140.8000,99.4000,120.5000,99.1000,115.9000,
江蘇,下米、糙米、稗米,1741,101.2000,115.1000,104.0000,116.4545,105.3636,120.4545,105.6000,124.5000,109.6364,123.3636,110.5455,125.1818,110.8000,128.0000,108.7000,125.3000,109.4000,128.5000,109.6000,130.9000,111.7000,134.0000,115.8000,134.2000,
江蘇,下米、糙米、稗米,1742,119.1000,136.0000,119.8000,140.3000,120.1818,141.6364,122.9000,140.0000,127.1000,142.1000,128.6000,143.1000,129.0909,144.6364,135.5455,162.3636,141.2727,171.8182,133.0000,156.8182,129.7273,150.8182,131.8182,150.5455,
江蘇,下米、糙米、稗米,1743,134.1818,150.7273,136.5455,153.2727,139.6364,158.2727,144.1818,164.0909,146.1818,164.9091,145.5455,165.4545,140.7273,161.2727,130.2727,155.3636,122.4545,147.1818,120.0909,144.0909,121.0909,144.3636,129.0909,144.4545,
江蘇,下米、糙米、稗米,1744,127.5455,146.2727,129.0000,148.5455,133.7273,149.2727,132.8182,146.6364,128.3636,143.0000,125.7273,141.8182,121.4545,141.2727,123.4545,141.2727,118.6364,139.8182,118.2727,136.0000,117.8182,130.3636,118.4545,129.9091,
江蘇,下米、糙米、稗米,1745,118.9091,129.2727,118.9091,130.2727,117.5455,131.0000,115.5455,131.7273,118.6364,132.8182,119.0909,135.1818,118.9091,135.9091,116.4545,133.8182,112.8182,131.9091,107.6364,128.7273,105.9091,125.7273,106.8182,125.3636,
江蘇,下米、糙米、稗米,1746,109.7273,125.6364,111.0000,125.8182,111.0000,126.1818,112.3636,127.5455,113.2727,128.8182,113.3636,128.7273,112.6364,130.0000,112.5455,131.3636,113.4545,132.4545,113.1818,132.0000,114.9091,134.2727,118.0909,137.8182,
江蘇,下米、糙米、稗米,1747,121.2727,138.9091,123.0000,140.5455,122.4545,143.1818,123.7273,144.4545,123.9091,143.9091,126.2727,144.3636,127.1818,149.3636,129.7273,158.0909,135.6364,164.2727,141.6364,168.0909,146.2727,169.2727,148.2727,172.7273,
江蘇,下米、糙米、稗米,1748,147.8182,169.2727,150.3636,169.1818,151.6364,169.4545,152.0000,174.5455,157.2727,187.8182,173.5455,209.5455,186.0909,224.1818,180.0909,219.8182,155.0000,205.9091,131.2727,178.9091,128.7273,160.1818,130.0909,156.5455,
江蘇,下米、糙米、稗米,1749,133.0909,158.7273,137.0909,165.7273,144.9091,176.9091,150.1818,183.2727,139.9091,179.5455,136.1818,171.1818,130.8182,161.9091,126.0000,155.6364,123.1818,149.0909,123.2727,144.9091,123.6364,145.8182,124.6364,147.4545,
江蘇,下米、糙米、稗米,1750,130.1818,148.4545,130.0000,148.6364,127.9091,148.9091,124.7273,147.5455,121.7273,143.9091,120.4545,141.7273,122.6364,144.6364,121.8182,148.5455,125.6364,150.9091,133.0000,133.0000,127.4545,150.8182,128.3636,152.0000,
江蘇,下米、糙米、稗米,1751,128.2727,150.0909,129.9091,150.2727,130.0000,155.5455,130.0909,156.0000,138.0000,167.7273,152.5455,184.8182,165.3636,201.7273,163.1818,210.9091,159.0000,209.4000,156.7273,200.9091,157.7273,194.0000,159.8182,192.0000,
江蘇,下米、糙米、稗米,1752,171.2727,203.6364,176.0909,212.4545,182.0000,224.4545,188.5455,235.2727,190.6364,236.7273,188.0909,228.4545,189.1818,225.2727,188.0000,220.1818,177.7273,207.8182,167.4545,198.4545,161.0000,187.1818,160.3636,187.7273,
江蘇,下米、糙米、稗米,1753,160.3636,190.2727,153.1818,183.5455,152.5455,187.0909,152.0909,184.9091,142.1818,173.6364,139.2727,165.2727,139.2727,165.4545,142.5455,168.4545,145.9091,173.7273,149.8182,175.2727,147.0909,177.0000,147.6000,179.1000,
江蘇,下米、糙米、稗米,1754,146.8182,173.4545,145.2727,173.7273,142.2727,172.2727,141.1818,170.8182,139.6364,168.7273,139.4545,167.2727,140.1818,168.0000,138.0000,169.6364,134.5455,168.5455,122.9091,164.3636,122.4545,157.0909,122.7273,150.0000,
江蘇,下米、糙米、稗米,1755,124.6364,150.6364,124.0909,150.4545,122.9091,149.6364,126.9091,150.7273,131.1818,154.0000,133.0000,160.8182,136.4545,170.8182,140.3636,179.9091,159.0000,159.0000,155.4545,207.0000,183.6364,227.1818,198.0000,240.5455,
江蘇,下米、糙米、稗米,1756,204.2727,244.2727,219.8182,253.5455,225.2727,272.5455,233.4545,281.0909,231.5455,285.3636,215.9091,262.4545,211.0909,258.7273,187.9091,247.5455,156.9091,208.6364,143.0909,186.5455,136.1818,170.4545,140.0000,169.9091,
